id,anomaly_score,anomaly_percentile,category,sub_category,temporal,source,file_path,reviewed,correct,new_category,new_sub_category
b209e93e-d8b7-4083-9599-bc195eb6d385,-0.6462194904350338,0.9980353634577604,drum,kick,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/b209e93e-d8b7-4083-9599-bc195eb6d385.wav,True,True,,
e329bf8f-48f1-4fbc-82f6-156158478d11,-0.6335354996148667,0.9938650306748468,drum,808,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/e329bf8f-48f1-4fbc-82f6-156158478d11.wav,True,True,,
c6dbcb9b-1da1-4f98-8873-dbffdd79a22f,-0.628656515858082,0.9877300613496932,drum,808,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/c6dbcb9b-1da1-4f98-8873-dbffdd79a22f.wav,True,False,SFX,risers
0515e15a-fdea-4c3d-9662-092d5137f252,-0.6244351187048122,0.9871794871794872,SFX,foley,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/0515e15a-fdea-4c3d-9662-092d5137f252.wav,True,True,,
eba1fa6a-8103-4c53-95ac-224fd93f3146,-0.6242467217626613,0.9743589743589745,SFX,foley,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/eba1fa6a-8103-4c53-95ac-224fd93f3146.wav,True,True,,
848ed066-1a37-4f97-bd88-815e50a7afb0,-0.6217126340361714,0.9852941176470588,SFX,noise,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/848ed066-1a37-4f97-bd88-815e50a7afb0.wav,True,True,,
c93cc737-9f6a-44d9-a715-e1cf5beea1d0,-0.6154521065840975,0.9960707269155208,drum,kick,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/c93cc737-9f6a-44d9-a715-e1cf5beea1d0.wav,True,False,drum,808
c5d96842-86ec-4161-866d-8bddc639d6ec,-0.6112526736299405,0.9705882352941176,SFX,noise,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/c5d96842-86ec-4161-866d-8bddc639d6ec.wav,True,False,SFX,other
247b5695-5611-49f0-b004-ea0e64459e8d,-0.6105154412468484,0.98159509202454,drum,808,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/247b5695-5611-49f0-b004-ea0e64459e8d.wav,True,False,melodic,synth
7bb223a0-1554-4b5e-a9ed-54f4a62a5d57,-0.6060156389918298,0.9941060903732808,drum,kick,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/7bb223a0-1554-4b5e-a9ed-54f4a62a5d57.wav,True,True,,
18787633-748d-4aa5-ba7a-0d023a5f85b1,-0.6043015051146903,0.9861111111111112,drum,rim,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/18787633-748d-4aa5-ba7a-0d023a5f85b1.wav,True,True,,
60ba16e8-dce7-46bf-973c-5c3aeb4a9e5a,-0.6026531391621258,0.9615384615384616,SFX,foley,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/60ba16e8-dce7-46bf-973c-5c3aeb4a9e5a.wav,True,True,,
fcd2bd7b-e77c-4a43-932f-068d48c124b6,-0.5950678150150349,0.9921414538310412,drum,kick,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/fcd2bd7b-e77c-4a43-932f-068d48c124b6.wav,True,True,,
7902fcd0-5a22-42fb-8919-64f3728f7f1f,-0.5933698763531381,0.9901768172888016,drum,kick,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/7902fcd0-5a22-42fb-8919-64f3728f7f1f.wav,True,True,,
8f974d71-28fc-44e0-ad7f-6cd1f748a937,-0.5925482195455677,0.988212180746562,drum,kick,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/8f974d71-28fc-44e0-ad7f-6cd1f748a937.wav,True,False,drum,hat_closed
0357afcf-425c-41cc-91cb-72101d53ae25,-0.5894471865489874,0.986247544204322,drum,kick,one-shot,personal,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/0357afcf-425c-41cc-91cb-72101d53ae25.wav,True,True,,
4484c7b4-d853-49ce-be16-b2858366f490,-0.5834618004313261,0.9981060606060606,drum,percussion,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/4484c7b4-d853-49ce-be16-b2858366f490.wav,True,True,,
bd659c07-133b-478a-b071-6b6f4657d0bf,-0.5834196307072589,0.9842829076620824,drum,kick,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/bd659c07-133b-478a-b071-6b6f4657d0bf.wav,True,True,,
5719e291-8d6e-408b-94c9-16f2e45f29a9,-0.5822330179869145,0.9879518072289156,melodic,synth,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/5719e291-8d6e-408b-94c9-16f2e45f29a9.wav,True,False,melodic,one-shots
a6a170ab-68bb-4a35-b626-c6cf83eed358,-0.5781248593856562,0.9565217391304348,SFX,impact,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/a6a170ab-68bb-4a35-b626-c6cf83eed358.wav,True,True,,
dfd32482-535e-45a2-839f-eaacef216fec,-0.5778445134437691,0.9722222222222222,drum,rim,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/dfd32482-535e-45a2-839f-eaacef216fec.wav,True,True,,
a663f9c8-71d2-4ebd-a1f9-7e903694227e,-0.576928658659585,0.9989429175475688,melodic,one-shots,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/a663f9c8-71d2-4ebd-a1f9-7e903694227e.wav,True,True,,
1e41b09e-8bf3-4d08-b4c9-8f5089ba34de,-0.5742536682105148,0.9976905311778292,drum,snare,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/1e41b09e-8bf3-4d08-b4c9-8f5089ba34de.wav,True,True,,
7328e525-9924-41ea-80de-ef1115900d00,-0.5724766137728243,0.9558823529411764,SFX,noise,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/7328e525-9924-41ea-80de-ef1115900d00.wav,True,True,,
32ddcc2f-2842-4d88-ab5f-f067283275dd,-0.5718077843831086,0.9759036144578314,melodic,synth,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/32ddcc2f-2842-4d88-ab5f-f067283275dd.wav,True,True,,
b25ff44f-8228-459a-b423-733b0cb8a41a,-0.5715371656001832,0.9982638888888888,drum,loops,loop,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/b25ff44f-8228-459a-b423-733b0cb8a41a.wav,True,True,,
dc3c9670-e751-4759-b39d-ca461697dbf3,-0.5696181469740559,0.9923664122137404,drum,cymbal,one-shot,personal,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/dc3c9670-e751-4759-b39d-ca461697dbf3.wav,True,True,,
effa8d36-ba57-49ac-9ff8-b5c413d7347e,-0.5692656780200823,0.9847328244274808,drum,cymbal,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/effa8d36-ba57-49ac-9ff8-b5c413d7347e.wav,True,True,,
a5406f14-9bb7-4963-8802-ace5e45fca3d,-0.5685779017641573,0.9965277777777778,drum,loops,loop,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/a5406f14-9bb7-4963-8802-ace5e45fca3d.wav,True,False,melodic,loops
d1ac000f-844b-4ef8-9e4a-6d2ff1825c56,-0.5683273946863336,0.9487179487179488,SFX,foley,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/d1ac000f-844b-4ef8-9e4a-6d2ff1825c56.wav,True,False,drum,loops
49df94b1-095d-4e92-957a-b4801a612c1c,-0.5680983439446804,0.9947916666666666,drum,loops,loop,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/49df94b1-095d-4e92-957a-b4801a612c1c.wav,True,False,drum,fills
db3d566b-184c-4057-9cd6-33414f6ce9da,-0.5679829918715663,0.9978858350951374,melodic,one-shots,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/db3d566b-184c-4057-9cd6-33414f6ce9da.wav,True,True,,
ba540f1c-1e17-4557-8b57-56f0e5b2f680,-0.5662262701441223,0.9823182711198428,drum,kick,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/ba540f1c-1e17-4557-8b57-56f0e5b2f680.wav,True,False,drum,808
21447c54-ed61-4ab3-9c8a-008cd446b26b,-0.5651722833179711,0.963855421686747,melodic,synth,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/21447c54-ed61-4ab3-9c8a-008cd446b26b.wav,True,False,melodic,one-shots
e373b277-ac5d-42e6-a5a8-51e43501c663,-0.5651469799081177,0.9803536345776032,drum,kick,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/e373b277-ac5d-42e6-a5a8-51e43501c663.wav,True,True,,
0374aa98-faca-4aa4-afe8-d29f93b42041,-0.5645502099356919,0.9930555555555556,drum,loops,loop,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/0374aa98-faca-4aa4-afe8-d29f93b42041.wav,True,False,melodic,loops
5d246493-edc9-4ad2-bd43-e93bdf1f14e0,-0.5644558998606886,0.996,drum,clap,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/5d246493-edc9-4ad2-bd43-e93bdf1f14e0.wav,True,True,,
f013ca12-d1de-4d05-bedc-5b3497a6c567,-0.5638046501131259,0.996828752642706,melodic,one-shots,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/f013ca12-d1de-4d05-bedc-5b3497a6c567.wav,True,False,melodic,loops
55ca732e-a64f-45b0-81cd-3e6c8a6856b3,-0.56374482101506,0.9913194444444444,drum,loops,loop,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/55ca732e-a64f-45b0-81cd-3e6c8a6856b3.wav,True,False,drum,fills
141bb9da-084c-4e59-87c9-ecedcfcfd43c,-0.5630286119349273,0.9953810623556582,drum,snare,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/141bb9da-084c-4e59-87c9-ecedcfcfd43c.wav,True,True,,
e045936e-cb1e-4223-bad7-14d6399c6cfc,-0.5629525048313988,0.9930715935334872,drum,snare,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/e045936e-cb1e-4223-bad7-14d6399c6cfc.wav,True,True,,
496e58db-365e-412a-83d1-06e1d585402f,-0.5612271981892145,0.9583333333333334,melodic,vocal-shots,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/496e58db-365e-412a-83d1-06e1d585402f.wav,True,True,,
29b317d6-83e4-428a-b78a-27275e4bba5f,-0.5585285740302368,0.9754601226993864,drum,808,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/29b317d6-83e4-428a-b78a-27275e4bba5f.wav,True,True,,
1fd6b664-1ed5-4c3e-8ddb-df0180226720,-0.5572236046527536,0.9907621247113164,drum,snare,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/1fd6b664-1ed5-4c3e-8ddb-df0180226720.wav,True,True,,
1263632f-5a88-4029-b2d1-bf4e006714f4,-0.5568324199753941,0.9895833333333334,drum,loops,loop,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/1263632f-5a88-4029-b2d1-bf4e006714f4.wav,True,True,,
27d45245-4921-42f2-b826-0b7592e25abb,-0.5563843741538027,0.9950980392156864,drum,hat_open,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/27d45245-4921-42f2-b826-0b7592e25abb.wav,True,False,drum,cymbal
d57e9938-16a5-4497-84d1-01f502f409ed,-0.5562118208331249,0.9962121212121212,drum,percussion,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/d57e9938-16a5-4497-84d1-01f502f409ed.wav,True,False,SFX,foley
a3fce7f4-5b26-4226-a23f-f595d126bafe,-0.555075644319987,0.9878472222222222,drum,loops,loop,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/a3fce7f4-5b26-4226-a23f-f595d126bafe.wav,True,False,SFX,foley
7643cabe-ddbe-4a83-b02e-3e9fdbe86caa,-0.5548258722784707,0.9884526558891455,drum,snare,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/7643cabe-ddbe-4a83-b02e-3e9fdbe86caa.wav,True,True,,
da88fe20-22f8-433d-ae57-651cc84fc987,-0.5543802919564051,0.9970845481049564,melodic,loops,loop,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/da88fe20-22f8-433d-ae57-651cc84fc987.wav,True,True,,
68f9da3a-8d57-4c18-9d94-f64e20201609,-0.5541612821887049,0.9974358974358974,drum,hat_closed,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/68f9da3a-8d57-4c18-9d94-f64e20201609.wav,True,False,drum,loops
f2540383-592d-49f3-b03c-71f4d8035c3a,-0.5528394158120102,0.9583333333333334,drum,rim,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/f2540383-592d-49f3-b03c-71f4d8035c3a.wav,True,True,,
f3a0a8da-db1f-4582-a1a0-63e2abdc4916,-0.5525999476424073,0.9943181818181818,drum,percussion,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/f3a0a8da-db1f-4582-a1a0-63e2abdc4916.wav,True,False,SFX,foley
d2e28e79-b1d5-4db2-8ed4-aa146a9b26d7,-0.5520789443733771,0.9444444444444444,drum,rim,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/d2e28e79-b1d5-4db2-8ed4-aa146a9b26d7.wav,True,True,,
5024cda1-6203-4e5d-93a0-7872f6e03a77,-0.5510702163560198,0.9861111111111112,drum,loops,loop,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/5024cda1-6203-4e5d-93a0-7872f6e03a77.wav,True,True,,
ce663cfe-ec69-489d-9ca5-18ce3eb45e3f,-0.5509955343852696,0.9861431870669746,drum,snare,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/ce663cfe-ec69-489d-9ca5-18ce3eb45e3f.wav,True,True,,
b358334e-9021-4a74-844a-0ba7fcce7a54,-0.5487176829081821,0.9166666666666666,melodic,vocal-shots,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/b358334e-9021-4a74-844a-0ba7fcce7a54.wav,True,True,,
51d17e79-cef4-4d9d-8d81-2b162c68a603,-0.548572257594667,0.9791666666666666,SFX,vocal,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/51d17e79-cef4-4d9d-8d81-2b162c68a603.wav,True,True,,
f9b0ed41-e16c-4c50-8cb4-3663f2789f42,-0.5482282596367261,0.9901960784313726,drum,hat_open,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/f9b0ed41-e16c-4c50-8cb4-3663f2789f42.wav,True,True,,
ddeaa40a-12d1-4867-9089-3dc3e586f3f3,-0.547557744936715,0.9957716701902748,melodic,one-shots,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/ddeaa40a-12d1-4867-9089-3dc3e586f3f3.wav,True,True,,
27808936-d513-47d6-9137-fa1cb98cc864,-0.5460495778098857,0.9948717948717948,drum,hat_closed,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/27808936-d513-47d6-9137-fa1cb98cc864.wav,True,True,,
a3f47a4d-f181-42b0-a1db-f85a405884d1,-0.545259646190808,0.9411764705882352,SFX,noise,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/a3f47a4d-f181-42b0-a1db-f85a405884d1.wav,True,False,SFX,risers
25412cbb-9758-41f9-9ccb-52514fc53512,-0.5449448204119642,0.9863013698630136,SFX,risers,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/25412cbb-9758-41f9-9ccb-52514fc53512.wav,True,True,,
95fafd9a-b770-42e3-8725-6f4ea53fa3cc,-0.5444287609179775,0.9947145877378436,melodic,one-shots,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/95fafd9a-b770-42e3-8725-6f4ea53fa3cc.wav,True,False,melodic,loops
089ff545-d038-42fd-bba3-b6898ab0cd8e,-0.5432283864938815,0.9814814814814816,SFX,falls,one-shot,personal,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/089ff545-d038-42fd-bba3-b6898ab0cd8e.wav,True,True,,
6bde1ee9-ef9c-4988-9d73-c6b4fbe208d0,-0.543014703770249,0.9783889980353636,drum,kick,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/6bde1ee9-ef9c-4988-9d73-c6b4fbe208d0.wav,True,False,drum,808
91bbb751-680c-455d-8d4f-7c2b65739754,-0.5426892638443549,0.9903846153846154,SFX,other,one-shot,personal,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/91bbb751-680c-455d-8d4f-7c2b65739754.wav,True,True,,
3e373a9f-7293-456d-a7e5-80898e8903d1,-0.5416585808825415,0.992,drum,clap,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/3e373a9f-7293-456d-a7e5-80898e8903d1.wav,True,True,,
22dcd186-9078-4c05-9348-a0b22696ef7e,-0.5414274513223469,0.9583333333333334,SFX,vocal,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/22dcd186-9078-4c05-9348-a0b22696ef7e.wav,True,True,,
604ecbb1-684b-4841-8336-e541d3ecb099,-0.5413421248982715,0.988,drum,clap,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/604ecbb1-684b-4841-8336-e541d3ecb099.wav,True,True,,
6419fdd5-c23d-43b1-8593-967fca0dfb55,-0.5412029650796588,0.9924242424242424,drum,percussion,one-shot,personal,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/6419fdd5-c23d-43b1-8593-967fca0dfb55.wav,True,True,,
f145cdae-780f-43f2-8264-fdc0fb7815f9,-0.5411357851632502,0.9852941176470588,drum,hat_open,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/f145cdae-780f-43f2-8264-fdc0fb7815f9.wav,True,True,,
11b54cf6-ca55-4d25-8c94-549e129408d9,-0.5411241564923301,0.9764243614931236,drum,kick,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/11b54cf6-ca55-4d25-8c94-549e129408d9.wav,True,True,,
7ce3c902-fad9-4a01-9c29-371fe5d0f16b,-0.5396495788464831,0.990530303030303,drum,percussion,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/7ce3c902-fad9-4a01-9c29-371fe5d0f16b.wav,True,False,SFX,other
4652cbfb-2dd0-4aa2-b7fe-67343b8944ea,-0.539494163962476,0.9803921568627452,drum,hat_open,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/4652cbfb-2dd0-4aa2-b7fe-67343b8944ea.wav,True,False,drum,percussion
21931ca6-4b80-4cc9-bb53-f584f0e6374f,-0.5392472474637954,0.974459724950884,drum,kick,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/21931ca6-4b80-4cc9-bb53-f584f0e6374f.wav,True,True,,
6e1feef7-0ddd-47e9-a521-3aec8f3ed26d,-0.5385410258953073,0.984,drum,clap,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/6e1feef7-0ddd-47e9-a521-3aec8f3ed26d.wav,True,True,,
331859a0-8808-46ff-a68a-d85334fdfc6c,-0.5385188359207409,0.9936575052854124,melodic,one-shots,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/331859a0-8808-46ff-a68a-d85334fdfc6c.wav,True,True,,
e58277bf-050e-4e58-99a6-7ed48dae596e,-0.5383451828632707,0.9838337182448036,drum,snare,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/e58277bf-050e-4e58-99a6-7ed48dae596e.wav,True,True,,
72a448e1-0486-457e-9c1d-1fa0315b7882,-0.5382885841303031,0.9724950884086444,drum,kick,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/72a448e1-0486-457e-9c1d-1fa0315b7882.wav,True,True,,
16aa17f9-e0aa-4edb-abc2-7f2721f2fbd3,-0.5381369994263612,0.9705304518664049,drum,kick,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/16aa17f9-e0aa-4edb-abc2-7f2721f2fbd3.wav,True,True,,
09b0d27e-963b-4837-b7dd-4a3d4bd1b8f7,-0.5378878527672751,0.9754901960784312,drum,hat_open,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/09b0d27e-963b-4837-b7dd-4a3d4bd1b8f7.wav,True,False,drum,percussion
1a761035-d095-4c10-ac02-634b0cf827f4,-0.5376824142182599,0.9770992366412212,drum,cymbal,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/1a761035-d095-4c10-ac02-634b0cf827f4.wav,True,True,,
cd7323e9-466b-43b8-a137-590f45b8ed88,-0.5371599494137543,0.9923076923076924,drum,hat_closed,one-shot,maschine,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/cd7323e9-466b-43b8-a137-590f45b8ed88.wav,True,False,drum,loops
7b33fb3c-53e5-4b5c-b1c8-ae1c2179ce76,-0.5369091470034185,0.9815242494226328,drum,snare,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/7b33fb3c-53e5-4b5c-b1c8-ae1c2179ce76.wav,True,True,,
b84f44cf-40ec-4c17-943e-05ecdcfd650a,-0.5368393465924522,0.9694656488549618,drum,cymbal,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/b84f44cf-40ec-4c17-943e-05ecdcfd650a.wav,True,False,drum,hat_open
7f0c04ef-2909-4662-b13e-433372b3b76a,-0.5366934344974339,0.9264705882352942,SFX,noise,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/7f0c04ef-2909-4662-b13e-433372b3b76a.wav,True,True,,
9fd9e960-d98e-4094-9b88-8d8db6144931,-0.5365819669591886,0.9941690962099126,melodic,loops,loop,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/9fd9e960-d98e-4094-9b88-8d8db6144931.wav,True,True,,
1e6894bd-7c35-4751-9dab-a8fad5e86251,-0.5365584999838771,0.979214780600462,drum,snare,one-shot,personal,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/1e6894bd-7c35-4751-9dab-a8fad5e86251.wav,True,True,,
8d743edb-bb1f-4686-b17d-6453e6987fba,-0.5351455499066885,0.9117647058823528,SFX,noise,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/8d743edb-bb1f-4686-b17d-6453e6987fba.wav,True,True,,
d7a05466-eb83-4b82-a250-074f768ab7fd,-0.5348339173486643,0.992600422832981,melodic,one-shots,one-shot,splice,/Users/jackcdawson/Desktop/dev/sample_identifier/data/canonical/d7a05466-eb83-4b82-a250-074f768ab7fd.wav,True,False,melodic,loops
